Patent_ID,Vec1,Vec2,Vec3,Vec4,Vec5,Vec6,Vec7,Vec8,Vec9,Vec10,Vec11,Vec12,Vec13,Vec14,Vec15,Vec16,Vec17,Vec18,Vec19,Vec20,Vec21,Vec22,Vec23,Vec24,Vec25,Vec26,Vec27,Vec28,Vec29,Vec30,Vec31,Vec32,Vec33,Vec34,Vec35,Vec36,Vec37,Vec38,Vec39,Vec40,Vec41,Vec42,Vec43,Vec44,Vec45,Vec46,Vec47,Vec48,Vec49,Vec50,Vec51,Vec52,Vec53,Vec54,Vec55,Vec56,Vec57,Vec58,Vec59,Vec60,Vec61,Vec62,Vec63,Vec64,Vec65,Vec66,Vec67,Vec68,Vec69,Vec70,Vec71,Vec72,Vec73,Vec74,Vec75,Vec76,Vec77,Vec78,Vec79,Vec80,Vec81,Vec82,Vec83,Vec84,Vec85,Vec86,Vec87,Vec88,Vec89,Vec90,Vec91,Vec92,Vec93,Vec94,Vec95,Vec96,Vec97,Vec98,Vec99,Vec100
CN1926501A,-0.40933707,0.0847618,0.08103315,-0.1070963,0.67142147,-0.22707626,0.5276024,-0.61558545,-0.4291338,-0.93595755,-0.51317346,0.39949647,0.3837528,0.10113329,-0.63715684,0.21882454,0.04174474,-0.0774907,-0.07299934,0.17530406,-0.10367571,-0.83236456,-0.10245932,-0.42001098,-0.1604322,0.04790989,-0.55195326,-0.21714781,0.5918982,-0.06928118,-0.20755997,0.799774,-0.58010226,0.3188739,0.8384938,0.563045,0.13917302,1.0014685,0.36314252,-0.61392236,-0.49397963,-0.86724085,-0.23422739,-0.18357144,0.03530762,-0.99681276,-1.0946702,-0.49375048,-0.32168677,0.300701,0.06212366,-0.66883236,-0.00952679,0.0508504,0.13845327,-0.2687727,0.71870524,0.4604895,-0.9757586,-0.2152359,0.4857806,-0.3591419,-0.35364392,0.39076346,0.07414982,-0.63750964,0.16503085,-1.5322447,0.78702605,-0.22018798,-0.36116454,-0.08032905,-0.2760895,0.5046269,0.97345644,-1.0202684,-0.62996507,0.7594988,1.3035258,0.89571905,0.44081256,-0.5960231,0.39440772,0.43240497,-0.08405823,-0.57948357,-0.22923495,0.26709417,0.28504306,-0.21527967,-0.19444934,-0.5192596,-0.47234187,-0.81933326,0.35193604,-0.89646834,0.13893907,-0.6932317,0.63735926,-0.10370136
US7058728B1,-0.41176182,-0.09289838,-0.6091144,-0.9101846,1.2106205,0.6448051,-0.51188886,0.11615875,0.60268205,-1.6653793,-1.434113,-0.5552987,1.2674718,0.3310229,-0.9683851,-0.2208506,-0.20881261,-0.31756386,0.00258131,0.61508715,0.47876883,-1.3130081,-0.93975556,0.18044704,-0.3320298,-0.09249199,-0.50478673,-1.0350083,0.98219645,-0.21391429,-0.00801177,1.2162085,-1.2973266,-0.45937312,1.627488,-0.6770632,-0.11775067,0.23228921,-0.8043945,-0.8408171,-0.57852876,-0.9062763,0.3018059,-0.22822788,0.33394083,-1.2454815,-0.1201047,-0.33887368,0.11338171,0.90875316,-0.81797415,-1.3433557,-0.5166608,0.6071606,0.41545773,0.40418258,-0.28042036,0.62974924,0.11617605,-0.89369714,0.5391531,-0.14976996,-1.6255913,0.36195296,0.35279804,0.3349632,1.495783,-0.95415694,0.91873145,-0.06297556,-1.5862714,0.86633086,-0.70017254,-0.54728967,0.35371047,0.7203345,-0.09712604,1.1587119,0.18549593,0.3538613,-0.6946121,-0.08563672,-0.1264945,0.23699716,-0.30633175,-0.73879105,-0.5843075,-0.4012461,0.15771987,0.50927997,-0.18650693,0.03327885,-1.4861327,-0.484685,-0.3709125,-0.9374721,1.1372131,-0.06503712,-1.0156201,-0.34283924
US6907475B2,-0.10470855,0.35005137,-0.54463524,-0.12021042,0.84684706,-0.11834717,-0.05774507,-0.44127852,0.6673413,-1.3106031,-1.1110313,0.13235576,1.5552931,0.09075076,-0.2552083,0.0723267,0.19002767,-0.21345001,0.0297031,0.45763904,0.17323041,-1.3350283,-0.97630304,-0.29661876,0.00861697,-0.15758342,-0.8705742,-0.08593769,1.430942,-0.6869096,-0.14976393,1.0147489,-0.33808228,0.49947137,0.800304,-0.08029736,-0.24026477,0.01385014,-0.41553065,-0.7065046,-0.48497018,-0.1603629,-0.11182398,0.06487723,-0.41240495,-1.0005474,-0.28486967,-0.45967537,0.12215182,0.5329706,-0.8606451,-1.2534292,-0.04547906,0.5982194,0.08691724,0.01072251,-0.4597212,1.0370253,-0.21814886,-0.40666452,0.5417647,0.00328967,-1.2045047,0.22669189,-0.45687234,0.7471568,1.1901454,-0.58704895,0.4302973,0.15215397,-0.9777527,0.00259115,-0.6368583,-0.48066783,0.5511082,0.21277566,0.21827842,1.6325107,0.5518162,-0.29874057,-0.71106005,0.03660293,-0.27718014,0.2477562,-0.19185191,-0.2770305,0.10453382,0.02018505,0.56277376,0.8928958,0.03567365,-0.2950316,-0.71845365,-0.26449895,0.9888706,-0.45160592,0.41331443,0.35094514,-0.8140664,-0.3259428
JPH07196366A,0.46655145,0.10403569,0.35795406,0.3172817,0.4108106,0.48592812,-0.5573265,-0.05636884,0.39367375,0.4111002,-1.1311057,0.1651961,-0.12150545,0.7077518,-0.2078937,0.07502878,-0.3827452,0.2552555,-0.09989018,0.6140769,0.36796048,0.3398693,0.02110379,0.9488711,-0.14560877,-0.65530884,0.08797228,-0.38382068,-0.5004963,-0.02683108,-1.8020409,0.48287764,0.253011,0.9997475,0.11279003,0.5578667,0.12313148,0.5825748,0.38427064,-0.18980643,0.5098267,0.09031887,-0.54778177,-0.27134386,0.0592147,-0.12349001,-0.03898885,-0.41893148,-0.7754068,-0.4249756,0.309729,-0.13041772,0.06503072,-0.85112745,-0.47912434,-0.12278526,-0.14993271,-0.19972795,-0.67280596,-0.97190624,-0.15878397,0.47131196,-0.10174554,-1.0141057,-0.3950266,-0.40000525,-1.6072457,-0.33318096,0.3276242,-1.5210007,0.04888771,-0.08010368,-0.96525896,-0.21482018,0.5055556,-0.05071542,-0.4577854,-0.19779582,1.0166945,0.5353027,0.24248199,0.28552487,0.5050545,-0.03993976,0.63771045,-0.0266127,-0.01248722,0.29809096,-0.08953087,-0.5809017,-1.0773238,-0.39257053,-0.8290153,-0.43499964,-0.2089777,0.5703353,-0.55649126,-0.50497,0.30281314,0.72504663
CN200510060453.4,0.0404367112,0.501745701,0.181436658,0.582436025,-0.0578730814,0.892360389,-0.48564446,-0.145702749,0.297778726,-0.445393592,-0.456736237,0.369666427,0.257025123,0.125423685,-0.592906892,-0.157055512,-0.360935688,-0.420617342,0.0654047132,0.348620802,-0.34242481,0.320939213,0.471752435,1.71971345,0.130906701,-1.63166034,-0.152698502,-0.480643451,0.128887042,0.248181939,-1.75282037,0.941074371,-0.261843801,0.616950035,0.108994551,0.570994675,0.832125545,0.0931518227,0.62821418,0.321775019,-0.265443534,0.0275965184,-0.33761254,-0.21384941,0.0723864511,-0.169698685,0.756126046,-0.109239638,0.228981912,0.00170309795,0.0634493232,-0.124687605,-0.545480251,-1.21939123,-0.822190046,-0.258399516,-0.251701653,0.778897226,-0.244092882,-0.219289616,-0.459717512,0.503464818,-0.0480701663,-0.353699178,0.182763413,-0.886265159,-0.5842067,-0.322887033,0.978359878,-1.06140375,0.565811872,-0.864072323,-0.948756635,0.154763982,0.985008597,0.269020975,0.0325580835,-0.198169738,0.667701364,0.632635772,0.485551447,0.808159351,-0.000655900047,-0.663490057,-0.116292387,0.030844057,-0.382759005,-0.072483927,-0.750847876,-0.149722427,-0.933899283,0.00711278524,-0.297549099,-0.0927434489,-0.652338028,0.474494368,0.57414341,-0.228264093,0.353534162,0.43086195
CN1280753C,-0.43048868,0.30495572,-0.36284444,-0.18261087,0.64366096,0.28967127,-0.49347287,-0.20716676,0.4043383,-0.76639354,-1.097162,-0.06084154,1.8925136,-0.06541344,-0.60806674,0.64478225,-0.3468777,-0.17446746,0.4405892,0.559666,0.45910192,-1.2208661,-1.224331,0.12286436,-0.07409751,0.00296874,-0.61144376,-0.2940102,1.2242472,-0.64633185,-0.3449946,0.90726143,-0.46591133,0.70047534,0.58209544,-0.09561988,-0.10283902,-0.09518865,-0.3064177,0.08675706,-0.23986539,-0.5974751,0.06304692,0.39739043,-0.644407,-0.45285362,0.20490949,-0.13806863,-0.01629912,0.6144763,-0.5173646,-0.92242306,-0.28631502,0.25934646,0.27983138,-0.13559468,-0.46505246,0.8830558,-0.2515613,-0.82719684,0.6238384,0.00688129,-0.9224696,-0.13502686,-0.34306893,0.5264281,0.91563934,-0.11662836,0.8105361,0.08736651,-1.0727566,0.41024232,-0.7221812,-0.52134675,0.3111684,0.02633112,-0.37877572,1.1236187,0.54353034,-0.3784322,-0.80108845,-0.4844343,0.12433229,0.4880347,0.2884533,-0.33641228,-0.55840296,-0.29109213,0.28189197,0.58984315,-0.5106318,-0.07705289,-0.32199416,-0.07827304,0.6020079,-0.5134649,0.13472088,0.47363764,-0.49858865,-0.49963057
US6259676B,0.10005245,0.1189377,-0.89861196,-0.40624943,1.1362487,0.7318079,-0.16316918,-0.31278974,0.06097673,-0.75430447,-0.6735444,0.3715731,0.6818209,-0.178639,-0.35080054,-0.09769725,0.03182358,-0.18011461,-0.49718976,0.21667236,0.19553876,-1.4650779,-0.47751507,-0.30106556,-0.41538373,-0.27748385,-0.71615475,-0.4077197,0.95562965,-0.49651337,-0.19963782,1.4431877,-0.02433704,0.20644076,1.2897509,0.19818892,0.3689506,1.1946629,-0.01250811,-0.8487361,-0.06224334,-0.6652545,0.08187037,0.31025085,-0.33237562,-1.2917644,-0.8068919,-0.71503335,0.02396728,0.9497052,-0.18516397,-1.1253526,-0.25819084,0.4380976,0.33780155,0.16401146,-0.08911488,0.197493,-0.26933116,-0.21880543,0.4627197,0.47346464,-1.0777814,0.44174027,-0.34035006,0.28593454,1.141682,-0.94967055,0.52978677,-0.08361439,-0.8211618,0.558986,-0.729191,-0.2734981,0.5822106,0.01544719,-0.24631234,1.3965186,0.7035356,-0.03185183,-0.25226521,-0.45894793,-0.05660709,0.99828744,0.0936634,-0.6539793,-0.2607506,-0.03902323,0.12415951,0.07351989,-0.15733662,-0.29662535,-0.51648,-0.13353316,0.30540478,-0.5979659,0.2332939,0.411281,-0.47235766,-0.53786844
US5870610,-0.32045972,0.38061988,-0.61440647,-0.28810772,0.58246595,0.28858286,0.16234727,-0.20100613,0.46243736,-1.2320331,-1.0690233,0.37523243,1.4508803,-0.47352675,-0.65875524,0.23542905,-0.03086016,-0.04047642,0.24156815,0.45349583,0.26208693,-1.6837362,-1.2587727,-0.3827996,-0.27834135,0.23896322,-0.8781184,-0.27960455,1.3492094,-0.8060608,-0.26578847,1.2426965,-0.4848169,0.49616656,1.1852754,-0.08412242,0.01477246,0.04545913,-0.21790099,-0.31311572,-0.67101675,-0.8420816,-0.22933136,0.10314897,-0.29932398,-1.1582437,-0.64273036,-0.34278524,0.19142275,0.82466686,-0.85842323,-1.1987022,-0.06750296,0.6245781,-0.04628928,-0.31456786,-0.53573424,0.716217,-0.14210577,-0.67833805,0.53619796,-0.32023317,-1.1612011,0.22132316,-0.41972476,0.49068737,1.2975637,-0.5179759,0.6022949,0.3826209,-1.0158999,0.12551741,-0.48457715,-0.45801803,0.49856383,0.2264853,-0.39377674,1.8415619,0.35065398,0.06119294,-0.64680237,-0.27220553,0.14424263,0.5151978,-0.44265893,-0.4030821,-0.2097901,-0.19386794,0.5363571,0.71311516,0.11240917,-0.06845929,-0.6454221,-0.16882919,0.5009018,-0.5150267,0.6935095,0.06740891,-0.64519143,-0.7173804
CN200710302477.5,-0.09996707,0.56430554,-0.22884959,-0.00135652,0.15193751,0.9353445,0.25261632,-0.71158105,-0.16182944,-0.2234219,-0.20464744,0.6457292,1.0417128,-0.10104633,-0.7018289,0.47443864,-0.3613877,0.6447271,-0.0313214,0.54651177,-0.27782574,-0.67721283,0.12299605,0.3389257,0.17450008,-0.7102383,-0.6894799,-0.1686825,0.1632925,0.34340084,-1.280302,1.071637,-0.2262884,0.6711647,0.6806467,0.9225478,-0.09007744,0.9802833,0.2561442,0.25003704,0.36742175,-0.15180053,0.16587366,0.04876337,0.3856435,-0.8182962,-0.39212996,-0.08819799,-0.26957977,0.57637966,-0.10482174,-0.79491216,-0.29934534,-0.18065673,-0.08962463,-0.8345566,0.09431991,0.35564888,-0.95122844,-0.44053647,0.03577679,0.06649562,-0.5734795,-0.26856983,-0.3087408,-0.53909993,0.34032422,-0.73552215,0.43612868,-1.0716717,-0.80947936,-0.51870835,-0.25480542,0.58152354,0.75778675,0.10835922,-0.62546617,0.5427119,1.0564592,0.13422531,-0.0405993,0.13230239,0.52331376,0.6557237,0.4908605,0.01266921,-0.27710316,0.17977677,-0.47942686,0.29932237,-0.72888255,-0.12930487,-0.21027496,-0.63606966,0.28999147,0.01708274,-0.41836783,-0.7111354,0.0532241,-0.23702256
US6540404B1,0.02975487,0.46779943,-0.6150154,0.22441125,0.11930584,0.8884465,-0.66353625,-0.6684647,0.6092832,-0.8678221,-0.11934631,0.7149692,1.126677,-0.16813064,-0.90390664,0.00663735,-0.7059036,0.664567,-0.07621149,1.0408982,-0.5689861,-0.5678015,-0.14720216,-0.04264798,0.5272555,-0.61005116,-0.79461086,-0.39312533,0.3857222,0.32369998,-0.8997473,1.262902,-0.06456911,0.29377505,0.95876116,1.0957888,0.14216852,1.2942533,0.21185236,-0.31684712,0.38323987,0.03051826,-0.12110738,-0.5001256,0.47702867,-1.0408131,-0.8719645,-0.5336257,-0.52987134,0.646397,-0.16392574,-0.929529,-0.13273826,0.07111306,-0.01628878,-0.7557321,0.44783774,0.45201868,-1.0551966,0.3768441,0.3648826,0.5143106,-1.0951246,0.06798463,-0.32048175,0.006245,0.66488814,-1.1139027,-0.14923882,-1.2458075,-0.7628262,-0.15755045,0.12416929,0.74354255,0.73418593,-0.3546764,-0.32957464,0.22831003,0.7650239,0.1772696,0.01258171,-0.07524021,0.24188626,0.83674544,0.2577369,0.33479735,-0.4187418,-0.05513286,-0.16065633,-0.140843,-0.3667126,0.67597204,-0.56303674,-0.73054284,-0.32803965,0.14799622,-0.3482128,-0.8105478,0.00994796,-0.3591014
US8610134B2,-0.6221039,0.06066199,0.02934682,-0.7490376,0.5273516,0.5039594,0.2417939,-0.35811162,0.09604174,-0.8130104,-0.4950193,0.7096652,0.12656187,0.27537644,-0.88486916,0.03354219,-0.29747567,0.30098268,-0.47534746,0.7529308,-0.00966168,-0.7930389,0.45483923,0.431166,-0.10884261,0.03982519,-1.0465198,-0.22741598,0.3161775,0.68799585,-0.9472118,1.0641159,-0.4831508,0.43572587,0.94521713,0.39754665,0.17541414,1.6583905,0.24349509,-0.12485054,-0.38235712,-0.79412603,0.14581883,0.11479899,0.5491287,-1.1336035,-0.87796044,-0.59011436,-0.27917126,0.29823878,-0.2543204,-1.2314935,0.392137,-0.43936345,0.18342547,-0.9722508,1.2609208,-0.02283654,-1.4825056,-0.49692202,1.1659122,-0.14307146,-0.5139172,0.3054775,0.01013547,-1.3374904,0.4744559,-0.8831488,0.957286,-0.30667067,-0.11285027,-0.00592355,-0.38355395,0.37691146,0.7703975,-1.0140704,-0.65897346,0.9891351,1.4820296,0.75900406,0.49931118,-0.80437607,0.43588167,0.52438337,0.33858314,-0.8258796,-0.33550787,0.55179656,-0.7125991,-0.20412025,-0.20926686,-0.32678673,-0.8232219,-0.7724297,0.27525276,-0.6174443,0.29652765,-0.71825916,0.5291121,-0.24873988
JPH1051775A,0.25971037,0.27232954,0.14031866,0.14688867,0.50075305,0.09343895,-0.11054892,-0.54351145,-0.10734808,-1.0265052,-0.4595671,0.1674945,1.6112765,-0.47070444,-0.834243,0.07716757,-0.14116,-0.00474401,-0.28518048,0.66691893,-0.06462665,-0.67886424,-0.9211411,-0.0057771,0.25573102,-0.03479454,-0.08635851,-0.68973374,0.7961997,-0.5061034,-1.1980054,1.2424386,-0.60903317,0.3800268,1.5672896,0.5157317,-0.24226935,0.15611242,0.13059299,-0.6439567,0.18800986,-0.33013657,0.18230203,-0.2621566,0.04288942,-0.64092284,-0.6485458,-0.34692708,-0.56189305,0.40068632,0.00377071,-1.1792182,0.0134718,0.08192749,0.972455,0.2581251,-0.01184834,0.55853206,-1.3407456,0.05445519,-0.18412727,0.2708132,-0.81887525,0.05945935,0.02353361,-0.13630901,-0.22831501,-1.0853392,0.646236,-1.1987896,-0.6997241,0.05227196,-0.10407247,-0.65640384,0.45418495,0.25474107,-0.8097465,0.6346417,0.4621335,0.20660567,-0.23880352,0.01966423,-0.1477395,0.59039813,0.2886261,-0.36291045,-0.35357141,-0.2122049,0.543372,-0.23265904,-0.3428768,-0.47734964,-0.72537273,-0.13628776,0.08919355,-0.8612776,0.28679308,-0.34782052,0.03741957,-0.3051076
CN200410088836.8,-0.22359294,0.23475951,-0.6437873,-0.2798561,0.67429346,0.832756,0.19654678,-0.58922064,0.423387,-1.2747931,-0.9416597,0.44427654,1.7361606,-0.3946707,-0.5370923,0.8447125,-0.35810834,0.23287427,0.6146143,0.7661654,0.3807743,-1.0488167,-0.8918527,0.0398583,-0.16393816,-0.20385998,-1.0319262,-0.48179123,1.4082507,-0.62275296,-0.5610416,1.1652423,-0.49749228,0.5352504,1.0313389,0.23945963,0.2621302,0.5500083,-0.20751858,-0.01979306,-0.58642596,-0.36915305,0.20290858,0.2974419,-0.15772073,-0.89562845,-0.38579565,-0.7767046,-0.14235184,0.6702879,-0.59407884,-1.106231,-0.129233,0.35709348,0.65409034,-0.69107246,-0.49559984,0.6100659,-0.5385153,-0.75252855,0.7555947,0.36808354,-1.0080526,-0.04880296,-0.30151492,-0.0695907,0.7214124,-0.62832856,1.0555599,-0.03461543,-1.1809489,-0.06654724,-0.43791762,-0.32945374,0.7821526,0.08882102,-0.44883984,1.1294202,0.7100121,0.06587234,-0.6547425,-0.5925427,0.30497283,0.717458,-0.30738696,-0.18202272,-0.5922589,0.16044857,0.33959422,0.81129503,-0.41684735,0.01406034,-0.20034195,-0.45516837,0.4092148,-0.71876544,0.22756162,0.0294954,-0.70965075,-0.6162333
CN2800492Y,-0.20840044,-0.3196318,-0.11905464,0.13896036,0.48887497,1.4462134,-0.23896098,-0.15960819,-0.43655166,-0.6747978,0.53522325,1.3675745,0.4055525,0.11242498,-1.2713743,0.66459596,-0.6045606,0.36619863,-0.69099045,0.8725026,0.02428333,-1.7403841,0.12896508,0.341416,0.30486092,-0.4462835,-0.7505213,-0.10616997,0.2611831,1.0686141,-1.002103,1.9570849,-0.5993558,-0.08364476,1.3385054,1.0313874,1.1336904,1.3782016,0.10816935,-0.25239763,0.04451541,-0.45365995,0.64141,-0.39384174,0.5400737,-1.2740685,-0.7160486,-0.7954631,-0.16160071,1.003881,-0.45766795,-0.9661454,-0.29246575,0.44156122,-0.11569139,-0.8200209,0.9365587,0.12571828,-1.1344677,0.06065266,0.8151995,0.33136067,-0.48606274,0.45277044,-0.48945045,-1.2613916,1.1217921,-1.5512996,1.2215769,-0.53917605,-0.09534269,-0.12064867,-0.10770008,0.99787164,0.9909533,-0.93578315,-0.6737797,0.63347477,1.5355058,0.41367677,0.943781,-0.502949,0.6093379,0.7131273,-0.00599539,-0.6574669,0.05557193,0.6166314,-0.858716,-0.1944346,-0.39086065,-0.11091121,-0.47396776,-0.94225967,0.24780022,-0.27137083,0.13347618,-1.1670357,-0.03206078,-0.5095624
CN1523001A,-0.10672457,0.44185317,0.080630235,0.30883613,0.063190743,0.44324431,-0.49244756,-0.26645005,0.82664371,-0.227202,-1.1087188,0.021649433,0.33078611,0.30617857,-0.3917149,-0.15744765,-0.015736826,-0.3394618,0.27292326,0.91231054,0.42212439,-0.28877303,0.049462512,1.705726,0.022946913,-0.87198073,-0.41858751,-0.8388387,0.42965856,0.032375392,-1.5023975,0.5015136,-0.28715986,0.85478109,0.65193778,0.38099653,0.55835634,0.19621451,0.38056934,0.39377058,-0.27486899,0.1091684,-0.23004261,0.27223191,-0.08197502,-0.068145305,0.60143483,-0.46151727,-0.00051953242,-0.2916728,-0.12266357,-0.7228927,-0.31851947,-1.3453699,-0.054233424,-0.30760986,-0.31366074,0.73027891,-0.32254964,-0.19100656,-0.26319999,0.4078646,-0.34340936,-0.51955009,-0.23950389,-0.94843411,-0.6640259,-0.20192058,0.89975262,-0.30759734,0.13055195,-0.35456169,-0.84724265,-0.45712921,0.70611125,0.42606682,-0.21091087,0.14374627,0.79083151,0.49410483,-0.085728042,0.26367781,0.60391146,-0.41788667,0.22701763,-0.24592049,-0.72872865,0.12844744,-0.06222935,-0.4163118,-0.67585862,-0.090778284,-0.30685639,-0.031223508,-0.33806175,-0.050387118,0.3167403,-0.036953997,0.49388233,0.67950284
DE10045063A1,-0.22184663,0.78210825,-1.0156782,-0.02774969,0.5992291,1.7208569,-0.179125,-0.20505305,-0.07273266,-0.5825135,-0.2713713,1.0328833,0.32108736,-0.6855875,-1.4051243,-0.04421989,-0.3064877,1.0924588,-0.49705967,0.5292302,-0.36262658,-1.3962686,-0.01394246,-0.56919837,-0.03255494,-0.80127716,-0.76801306,-0.41994762,0.44833326,0.90731657,-0.7600469,2.0576377,-0.62783134,-0.01106769,1.5640206,0.88883483,1.0185869,1.6801783,0.23638053,-0.29711002,0.19867674,-0.65158945,0.16097504,-0.03874484,1.0891291,-1.2702413,-0.9917036,-0.4791903,-0.8021889,1.3141577,0.03536385,-0.7120853,-0.08712463,0.8247508,-0.02416931,-0.750399,0.94544905,-0.5116404,-1.5989947,0.6538822,0.6138669,0.06027783,-0.9723085,0.562701,-0.60327137,-0.62417305,1.9301815,-1.6664054,-0.42307854,-0.43501005,-0.5491963,0.14321566,0.45369044,1.0698301,0.7236786,-0.65790635,-0.48966235,1.2912731,1.0776522,-0.08557348,0.4631988,-0.81321347,0.08368161,1.4314005,0.17758387,-0.3616018,0.35301712,0.22048874,-0.6332631,-0.41639417,0.10774298,0.9864445,-0.11070317,-0.88735944,0.2671368,0.09921761,-0.26866683,-1.8651736,-0.3122114,-0.34802833
US4608975A,-0.11530238,-0.13190661,-0.5203194,-0.2003035,0.37173155,0.83307934,-0.07598278,-0.2222869,0.55344033,-0.86816317,0.08231759,0.5256407,0.41729772,0.05186624,-0.5991694,0.20668934,0.31291458,0.15224479,-0.45892152,0.63479286,-0.33666477,-0.71250093,-0.08494673,-0.09844461,0.22423829,-0.82744485,-0.8733111,-0.11234535,0.7639682,0.22413109,-0.77800775,1.3737671,-0.01101164,0.24889249,0.55617774,0.83665526,0.5722915,0.8221506,0.01358799,-0.43585384,-0.19712113,-0.8455076,0.4221989,-0.34911263,0.6874204,-1.4042586,-0.7165628,-0.44966248,-0.15924415,1.0725429,-0.40671405,-0.8445746,-0.07202696,-0.21242762,-0.09254238,-0.19750267,0.58669335,0.5293799,-0.8024611,-0.3167322,0.3042619,0.40853545,-0.7813929,0.36798984,-0.2857648,-0.09731463,1.327057,-0.7544029,0.7506405,-0.1318569,-0.3635459,-0.77794415,0.09235661,0.7504162,0.9889965,-0.3300685,-0.1961669,0.8051582,0.38630638,0.23268394,0.19897695,-0.08443069,0.35030174,0.6394984,-0.4617171,-0.31158093,-0.16776758,-0.21212786,-0.40679017,0.24984251,-0.84688705,0.5607768,-0.7520942,-0.20938191,-0.49217603,-0.22579399,0.5750304,-0.62066185,-0.16890918,-0.6701604
US4927252A,-0.4686708,0.64904094,-0.9042545,-0.02330623,0.3150879,1.5081515,0.16705927,-0.49273187,-0.3236469,-0.5844654,0.1511866,0.7478857,0.80577254,-0.83571535,-1.0958675,0.24397086,-0.29572132,0.6516246,-0.28394198,0.6114082,-0.8486857,-1.1907588,-0.5204009,-0.69844544,-0.34437737,-0.30520642,-0.9396601,-0.9056975,0.28475758,0.940735,-0.7464666,1.5690367,-0.29472297,-0.5301451,0.99731034,0.848176,0.5085037,1.6149999,0.3805915,-0.3125237,0.04842588,-0.66658336,0.09330403,-0.244188,1.0020642,-1.0796591,-0.767456,-0.37467065,-0.2946285,0.9290971,0.42020828,-1.0086987,0.29172394,0.50409186,-0.25307897,-0.33807003,0.6757573,0.13101292,-1.5923176,0.64505535,0.46344227,0.5285731,-0.7471991,0.6084562,-0.0984353,-0.57265264,1.1690668,-1.1546956,-0.7813912,-0.8009795,-0.7553946,-0.2847822,0.31195456,0.8400453,0.7227412,-0.62423104,-0.78613216,0.8688668,0.9790097,-0.02535252,-0.06993929,-0.47350284,-0.35360196,1.0284816,-0.01917189,0.01477193,-0.18235819,-0.0395576,-0.2734298,-0.15346882,0.43104273,1.1553226,-0.25189918,-0.47550395,0.54539275,-0.03849607,-0.22886851,-1.3505175,-0.20300406,-0.28013128
CN1063052A,-0.24606617,0.05465859,-0.33076409,0.09770665,0.28301233,0.8003263,-0.850089,0.00986047,0.6561016,-0.73961204,-0.65933853,0.23578978,0.26834148,-0.27295792,-0.39449307,-0.39674443,-0.4069663,0.00464723,0.01086947,0.874278,-0.10132572,-0.59600466,-0.05693268,0.6871661,0.38558194,-0.8010885,-0.17309111,-0.6674349,0.5795387,0.30509478,-1.576007,1.5963168,-0.12309937,0.28692648,0.5030756,0.50875705,0.24812047,0.9354692,-0.07003208,-0.40799043,0.20379987,-0.284875,-0.27289957,0.26009166,0.24726115,-0.5010731,0.46242562,-0.72946525,-0.32617956,0.01032294,0.20441736,-0.82474923,-0.3234691,-0.18918441,-0.0296168,0.12858984,0.2714539,0.01123304,-0.6988163,-0.26512966,-0.2951711,0.49302828,-0.55790615,0.11510552,-0.40615883,-0.3554168,0.14770943,-0.31020343,0.8759928,-0.27680838,-0.06654139,-0.0832235,-1.0364273,-0.09030034,0.4381284,-0.07982329,-0.02461537,0.44035774,0.8522899,0.19952723,0.25960433,-0.28196988,0.11496462,-0.10479554,0.03450215,-0.17808382,-0.31574714,0.08659367,-0.3511477,0.01460931,-0.56507665,0.00284001,-0.8024962,-0.1568503,-0.26559278,0.13796303,0.46146262,-0.6928947,-0.32600462,0.36924934
US8050730B2,-0.07791923,-0.03635887,-0.07818039,-0.25897285,0.59195626,0.12052324,-0.03673745,-0.63123757,0.06300078,-0.8459016,-0.33819327,0.23284712,1.2014047,0.24192673,-0.6579269,0.54141,-0.14640911,-0.0470013,0.09015134,0.18724558,0.15419486,-0.81489897,-1.0415663,0.03368385,-0.29744378,-0.19258898,-0.43891,-0.41240394,0.620959,-0.2939636,-0.8405576,1.0042412,-0.20020969,0.5055535,1.0247813,0.2533997,0.23455632,0.35404965,0.10476185,-0.04884527,0.0175131,-0.2527456,-0.16558628,-0.12700588,-0.17709142,-0.48603138,-0.4973089,-0.56313545,0.16809614,0.3366811,-0.1441612,-0.826602,-0.12589777,-0.1844019,0.33882487,0.06129905,-0.13956639,1.2432919,-0.52259076,-0.04997366,0.4453053,0.17009664,-0.9228552,-0.06917787,0.08719314,-0.25491014,0.17553319,-1.1924039,0.8795625,-0.43044722,-0.71598744,0.05276736,-0.4906142,-0.53220516,0.38682413,-0.24875376,-0.4864852,0.9244405,0.99070376,0.41570288,-0.20450273,0.07946224,0.11245307,0.18208545,-0.00717857,-0.23184636,-0.7495166,0.23685521,0.37694973,0.24355303,-0.7073813,-0.08076613,0.04209391,-0.23587152,0.22594215,-0.5609812,0.31533492,-0.19626415,0.32434013,-0.17898734
